fingerprint,title,author,date,tags,excerpt,source-hostname,hostname,source
B7OLPJi+rulkw/l6LSTVz2ln3h4=,The Godslayer’s Wife,Therese Arkenberg,2013-10-01,,"I loved him with gratitude and pity, and in time, as I saw the hero he was, I came to love him with reverence and envy, too. And all the time I hoped I might also do a great deed—that I might cure a hero of his scars. But my love, and what understanding I can offer, do nothing. Still he writhes, crying out in the night.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-godslayers-wife-by-therese-arkenberg/
rY5q5rqHCOEIvdQ8694P5z7782w=,The Weaver and the Snake,Blaine Vitallo,2022-11-18,,"Reilitas clutches tightly her wrought-iron railing as the city guards throttle the thieves and rioters. Wherever she looks she finds destroyed the things she has made. The ambassador's tiled vases are smashed; she had spun them wide to hold his banana trees. The golden automaton in the shrine of the god of prophecy, which she had helped a foreign machinist assemble, has lost all four of its arms, and its topaz eyes have been plucked. A dress that must be her work, woven for a virgin consecrated to the temple, is ripped and fouled in the street.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-weaver-and-the-snake/
iwguNmb8NFfqiyF0rh1ok7wwPt4=,Suddenwall,Sara Saab,2021-05-28,,"In the amnesty-city of Vannat, Aln Panette has let guilt go. The city of Vannat is a strict and inscrutable rulemaster, so Panette doesn't question the rules. She lives a plain, clean life. Keeps her recollections as free of the war as she can.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/suddenwall/
hnqZk5iTxInUtHi0QcRd+6AJzZo=,Feral Attachments at Kulle Bland Bergen,T S McAdams,2022-11-18,,"Harald and Solveig were academic heirs apparent, favored disciples of Asbjørnsen and von Linne, the two great authorities on Anthropomorpha. Even before graduation, their joint study of field goblins, based on existing literature and new observations, showed that Homo monstrosus vulgus practice exogamous mating; Professor Strindberg had to retire his popular lectures on goblin promiscuity.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/feral-attachments-at-kulle-bland-bergen/
hK5KBTrhQ0yKIxiDWVzrlCLx+9E=,Under She Who Devours Suns,Benjanun Sriduangkaew,2022-11-18,,"When it happens, the sky creases and pulses. The ground before Sikata's shrine bristles, implosions of frost budding percussive through pavement. A body falls, producing no more impact or sound than a leaf. Fangs and cilia spring up, to protect or perhaps imprison. Melishem lets them bite and lash at her, though most fail to penetrate the alloy of her skin.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/under-she-who-devours-suns/
9csAk9DryILri6nZWM4Eep/ae8A=,Nemesis and the Sorcerer,R K Duncan,2021-10-07,,"In the breathless tomb, Orios touched my shoulder and stood close, as if to comfort me, but before I could protest and tell him I feared only dying disgraceful as a badger in its den, that I shook not for fear but for the action, ready to die glorious and bright, fighting beside my love as all the gods adored, he whispered that I should look out the crack of the door; my eyes were keenest. That far at least he knew my worth and trusted it.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/nemesis-and-the-sorcerer/
demOzG3Lbgwy2A6cvbhx3QZ4BvY=,Singing Like a Hundred Dug-up Bones,Alex Dally MacFarlane,2013-05-16,,"As Knowe hikes fast over the plain and down the heather-thick slope to the farms spread out along the low lands, she almost laughs thinking: of course a ghost is the first person to want her singing.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/singing-like-a-hundred-dug-up-bones/
b1vUpeyDDfQbdcFd1+CoF278khI=,The Garden Where No One Ever Goes,P H Lee,2020-12-04,,"My jug is still dry. My magic has always been difficult, complicated, messy. In my mother's parlor, all my will can barely manage a droplet. Even by the banks of the sacred Cantara, I gave up and drew my water with a bucket. But in the garden, when I'm with you, magic is so simple that it seems to happen on its own.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-garden-where-no-one-ever-goes/
4jM4A2kp0Ub6KZpVR6Yjm2rEkIM=,Constant Ivan and Clever Natalya,M A Carrick,2023-01-18,,"Men from her kureç came; men from elsewhere in her clan came; men from all the clans of Vraszan came, and some say even foreigners from beyond the lands watered by the Dežera. Her father the kureniç fretted to himself, for Clever Natalya had given them a year and a day—and if no one passed her test, who would lead his people after him? But to his daughter he had given his word, that she should be the one to choose, and Natalya disliked losing.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/constant-ivan-and-clever-natalya/
6LeGC7HjAK3O/XTARLGt/McCgrM=,The Breath of War,Aliette de Bodard,2014-03-06,,"But you wouldn't know, Rechan thought, chilled. You'd be quite happy, either way. That's what you were carved for, to give your breath to Akanlam's babies, and even if you hadn't been born knowing it, everyone in our society has been telling you that for as long as you can remember. How much responsibility did people have for their carvings? How much of themselves had they put into them; and how much had they taught them?",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-breath-of-war/
lzPsbzILKWGJACy4l205O5NdyNc=,"To Stab with a Rose, to Love with a Knife",Natalia Theodoridou,2022-11-18,,"We used our mating knives to wound them, then married them for the year and nursed them back to health. They told us that people in their homeland mated forever. They had no use for wounds, no fear of healing. When they were strong enough to walk back home, a few of our own left with them, lured by that promise of wound-free love, that strange idea of permanence.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/to-stab-with-a-rose-to-love-with-a-knife/
OU82ygUBYejpukMblcbn9CYQ6BI=,Where She Went,Linden A Lewis,2022-11-18,,The numbness started in his toes. He was well into the afternoon when he realized what it meant—that he couldn’t feel the pain anymore. Dead nerves. Or something worse. Some sort of permanent damage that didn’t heal in a place like Twopenny Falls.,Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/where-she-went/
+ynMECW48Ltf2q6/T4My1JYizaQ=,Ebb Stung By the Flow,E Catherine Tobler,2022-11-18,,"We do this still—the train goes where I will it, and we are drawn where the world needs us. We are life, we are death; we are that which stands between. We allowed ourselves to be carried away, allowed ourselves to love, to die, and become a train that circles the world entire as the circus dictates.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/ebb-stung-by-the-flow/
UDLCUvxN5q9PUq5wD8O28yaJhsc=,The Red Cord,Wren Wallis,2022-04-10,,"Ordinary catastrophe. Is there such a creature? All catastrophe feels extraordinary to the one caught in its tide. It is no comfort to the ones whose fortunes I read, to say to them, This thing is ordinary, this thing that will happen to you.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-red-cord-by-wren-wallis/
40dQVWaarmxBYo6F9W6K2kQH1Ak=,The Sweetest Fruit of Summer,R K Duncan,2022-11-18,,"She took the seeds he counted out, five this time, into her hand and ate them all together. The fire did not know words, so she did not use them. She tried to fix in her mind with the same flashes it had shown her last time. She thought of arrows flying, leaping wolves, a hand pulling Hadi from the saddle, the tent around them burning. The vision burst on her tongue, sweet, tart, and peppered.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-sweetest-fruit-of-summer/
gVXiQolFB94q+4A10mVdNTelR+E=,Walking Still,C T Hutt,2022-11-18,,"""Fifteen secret herbs and spices, mixed by dangerous dee-vices! Distilled and brewed and served up cold, it fixes the sick and renews the old! No malady can long withstand it, ‘cause that’s how Professor Bismuth planned it! So come on gents and don’t delay, buy your-self a jug today!""",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/walking-still/
DPY9Fxzj+G0ZWbK+lt8cH08/K2M=,A Family for Drakes,Margaret Ronald,2013-03-08,,"Meat for a blanket was no proper trade. Netta turned away from the fire, waiting for her eyes to adjust. She could make out a few of the other groups of refugees—and yes, they were watching her. Waiting for just such a sign of weakness as this.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/a-family-for-drakes/
pZ1nPrzW114pp+GEPwxmBQSEnrE=,Into The Thunder,Michelle Muenzler,2022-11-18,,"Olva knows what Syenok's asking. ""Sorry, Sy. But whoever's in there, they're definitely still alive."" And with that, Syenok has no choice. The outrider code has saved her too many times for her to abandon it when someone else is in need. Which means she and Olva will have to confront this thunderclaw.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/into-the-thunder/
PGEGWwX62OzC8SzfurloHcGQrkw=,Splitskin,E Catherine Tobler,2022-11-18,,"My love reveled in winter's sunbroken days, when the light spills to the fresh-fallen snow to stab a person in the eyes. Gugán flit from path to stone, a trickster comfortable with his Raven heritage. I, as Eagle, startled at every shift of snow, caught always unawares in the bright sun as he pelted me with clumps of melting cold.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/splitskin/
e2mYwMGMoQmYlLoWeVrs1qjAEzc=,The Ghost of Shinoda Forest,Richard Parks,2022-11-18,,"Whether I was drunk or sober, Princess Teiko haunted my dreams. I had always assumed, if I drank enough that one day this would no longer be true, but there had been fifteen years of drinking after we parted, plus two more after her death, and now my optimism was quite exhausted. As this foolish hope had been all that I had to fight her with, there was nothing left for me to do tonight except the only sensible thing—I surrendered.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-ghost-of-shinoda-forest-by-richard-parks/
F8vTClR5orOr3lop2jynIFV/cEg=,"Sanji’s Demon, Pt. I",Richard Parks,2010-03-11,,"I didn’t have to ask whom he meant, but it seemed that Daiki, in this one regard, was not going to get his wish. The bushi produced two flea-bitten, scruffy men. Both were bruised and bloody but alive. Two more were not. Daiki kicked the body so that it rolled face up and studied the dead man’s features. “It would seem the bandit has escaped me after all.”",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/sanjis-demon-pt-i-by-richard-parks/
vZLC8U+YDkDSrbwWeVpM99LR/+Q=,"Call and Answer, Plant and Harvest",Cat Rambo,2022-11-18,,"Today her sleeves are sewn with opals and moonstones and within their glimmer here and there on the left sleeve, glitters another precious stone, set in no particular order, random as the stars. Her skirt and bodice are aluminum fish-scales, armored though she expects no fight. Her only weapon is her own considerable wit.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/call-and-answer-plant-and-harvest/
tOS6RTIfKagHl697ucOZukiQSuE=,Misbegotten,Raphael Ordoñez,2014-02-11,,"Elerit felt a rush of arid wind as the daemon brushed past him. Released from his invisible bonds, he dashed after it, leaped onto the handcar, and began pumping. When he shot into the open air it was already far ahead. It was like a tall, black lemur, a living shadow crowned with two bifurcating branches. It turned and looked at him with eyes that were small and round and yellow. Then it was gone.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/misbegotten/
